country,country_code,unemployment,inflation,gdp_growth,life_expectancy,population_growth,unemployment_lag1,inflation_lag1,gdp_growth_lag1,life_expectancy_lag1,population_growth_lag1,unemployment_lag2,inflation_lag2,gdp_growth_lag2,life_expectancy_lag2,population_growth_lag2,unemployment_change_1y,inflation_change_1y,gdp_growth_change_1y,life_expectancy_change_1y,population_growth_change_1y,unemployment_trend_3y,inflation_trend_3y,gdp_growth_trend_3y,life_expectancy_trend_3y,population_growth_trend_3y
Nepal,NPL,10.437,7.11587261530826,1.98254843628392,70.354,-0.0700958873206174,10.661,7.6702057938028,5.6313145568451,70.087,0.81238557412485,12.241,4.12676744440695,4.838149614115,68.385,1.74002411752275,-0.2240000000000002,-0.5543331784945398,-3.6487661205611803,0.2669999999999959,-0.8824814614454675,-0.9020000000000007,1.4945525854506547,-1.42780058891554,0.9844999999999955,-0.9050600024216837
New Zealand,NZL,3.734,5.73316283034957,1.39425181563566,81.7585365853659,2.3012774309073,3.299,7.17222476016441,3.49638686458842,81.9585365853658,-0.0570512394609476,3.776,3.94112060778728,4.53540565716095,82.2073170731707,0.240228529431089,0.43500000000000005,-1.43906192981484,-2.10213504895276,-0.19999999999990337,2.3583286703682473,-0.021000000000000185,0.8960211112811458,-1.570576920762644,-0.22439024390240558,1.030524450738105
Oman,OMN,3.176,0.950782997762827,1.41401395818599,80.031,6.52704988451128,3.3,2.5061425061425,7.98570728354278,77.911,4.98013669293962,1.9,1.68221185876085,2.5821749892893,75.969,-0.489266037731458,-0.12399999999999967,-1.555359508379673,-6.57169332535679,2.1200000000000045,1.5469131915716599,0.638,-0.36571443049901137,-0.5840805155516533,2.031000000000007,3.508157961121369
Pakistan,PAK,5.237,30.7681280657005,-0.414935997088406,67.649,1.54880458608849,5.291,19.8738599646655,4.7781068690358,67.417,1.74799739792983,6.338,9.49641577285205,6.51388575852702,65.773,1.8867779716011,-0.05400000000000027,10.894268101035,-5.193042866124206,0.23199999999999932,-0.19919281184133997,-0.550500000000001,10.63585614642422,-3.4644108778077127,0.9379999999999926,-0.16898669275630485
Panama,PAN,6.544,1.48641355277038,7.16632946099945,79.594,1.30902688797168,8.086,2.85965128834711,11.0385475261766,79.324,1.26612423517538,10.177,1.63070337301898,16.4671248604202,77.004,1.20723809203153,-1.5420000000000007,-1.3732377355767302,-3.87221806517715,0.269999999999996,0.0429026527962999,-1.8165000000000011,-0.07214491012429987,-4.6503976997103775,1.2949999999999984,0.050894397970074924
Peru,PER,4.899,6.45561348369586,-0.403242151494268,77.74,1.09975320783678,4.291,8.33370630096231,2.8090335533015,76.834,0.959183909355287,5.097,4.27166381536798,13.3626240903125,71.596,0.961612354333265,0.6079999999999997,-1.8780928172664506,-3.212275704795768,0.9059999999999917,0.14056929848149302,-0.09900000000000042,1.0919748341639408,-6.882933120903383,3.0719999999999894,0.06907042675175745
Philippines,PHL,2.2,5.97802515541409,5.51894967862863,69.833,0.810000998681961,2.598,5.82115811213955,7.58098212785563,69.472,0.760479216015364,3.398,3.92718022100332,5.71473313185116,66.675,0.905660310915421,-0.3979999999999997,0.15686704327454049,-2.062032449227,0.3610000000000042,0.049521782666597014,-0.5989999999999996,1.025422467205385,-0.09789172661126536,1.579000000000002,-0.047829656116730075
Papua New Guinea,PNG,2.649,2.29869991296791,3.81088622906051,66.134,1.81103162496893,2.689,5.25323922215241,5.70758404238197,65.274,1.88244961375761,3.03,4.48359014042398,-0.511353418578196,64.358,1.98860312209741,-0.040000000000000036,-2.9545393091845,-1.8966978133214596,0.8599999999999994,-0.07141798878868011,-0.19049999999999942,-1.0924451137280349,2.1611198238193534,0.8879999999999924,-0.0887857485642399
Poland,POL,2.743,11.5289127961105,0.249610834017872,78.2585365853659,-0.365658526875775,2.811,14.4294507575758,5.25545697386036,77.1560975609756,-0.433070695882457,3.268,5.05502704719272,6.92718266052501,75.3512195121951,-1.4341408496549,-0.06800000000000006,-2.9005379614653,-5.005846139842488,1.102439024390307,0.06741216900668201,-0.2625000000000001,3.2369428744588906,-3.338785913253568,1.45365853658539,0.5342411613895625
Portugal,PRT,6.498,4.31128191898672,3.09997909018263,82.3292682926829,1.36912985956796,6.138,7.83269124233323,6.98584137580278,81.6317073170732,0.697256448023043,6.712,1.26565719069044,5.55875672070374,81.3780487804878,0.626850165433157,0.3600000000000003,-3.5214093233465107,-3.8858622856201497,0.6975609756097043,0.671873411544917,-0.1070000000000003,1.5228123641481404,-1.2293888152605543,0.4756097560975471,0.37113984706740133
