country_code,unemployment,inflation,gdp_growth,life_expectancy,population_growth,unemployment_lag1,inflation_lag1,gdp_growth_lag1,life_expectancy_lag1,population_growth_lag1,unemployment_lag2,inflation_lag2,gdp_growth_lag2,life_expectancy_lag2,population_growth_lag2,unemployment_change_1y,inflation_change_1y,gdp_growth_change_1y,life_expectancy_change_1y,population_growth_change_1y,unemployment_trend_3y,inflation_trend_3y,gdp_growth_trend_3y,life_expectancy_trend_3y,population_growth_trend_3y
BGR,7.2955000000000005,3.2701125765529326,2.2424504650811885,74.37032520325205,-1.0910047066145065,7.873916666666666,2.834867748647356,2.2765058257359385,74.23760162601627,-1.1205589798356483,8.384833333333333,1.7610120551977282,2.065797134702426,74.18353658536586,-1.1211922558813245,-0.5784166666666667,0.4352448279055768,-0.03405536065475001,0.13272357723577477,0.02955427322114192,-0.5446666666666666,0.7545502606776021,0.08832666518938122,0.09339430894309149,0.015093774633408946
BHR,1.2578333333333334,1.5497438464009088,3.1069692163056435,80.07591666666667,2.311656653709127,1.27125,1.5101887317586333,2.944472696576668,79.89733333333334,1.799701365971237,1.26,1.3715340351170842,2.7906508399710557,79.69741666666667,2.0350047253735895,-0.013416666666666653,0.03955511464227549,0.16249651972897505,0.1785833333333334,0.51195528773789,-0.0010833333333333459,0.08910490564191233,0.15815918816729377,0.18925000000000006,0.13832596416776877
BHS,11.56875,1.9668088728410893,1.6415329239999317,73.48358333333333,0.5991539335334427,12.058333333333332,1.9789643417499043,1.438610334862675,73.40183333333333,0.6552256174509906,12.490416666666667,1.6238494290913976,0.6603404636886375,73.315,0.7373033821829397,-0.4895833333333333,-0.012155468908815062,0.2029225891372571,0.0817500000000007,-0.05607168391754786,-0.4608333333333334,0.17147972187484584,0.49059623015564724,0.08429166666666708,-0.06907472432474847
BIH,20.402416666666667,1.8574519644443461,2.563747488008397,76.95058333333334,-1.3424252989021037,21.811916666666665,1.654564370404113,2.477507284776561,76.87666666666667,-1.444709635307645,23.03316666666667,0.6525117274692597,2.1974117766413355,76.88083333333333,-1.489128076441329,-1.4095000000000002,0.20288759404023327,0.08624020323183605,0.0739166666666667,0.10228433640554134,-1.3153750000000002,0.6024701184875433,0.1831678556835308,0.03487500000000012,0.07335138876961274
BLR,4.92475,14.395301593959077,0.5303149519157919,73.32395121951221,-0.2533688519775908,5.138333333333334,18.414309867367766,0.6489345056526219,73.02144105691059,-0.22782367929283331,5.344833333333334,17.791482598121444,1.682968921344201,72.71323373983743,-0.17901487338276137,-0.21358333333333332,-4.019008273408691,-0.11861955373683013,0.30251016260162444,-0.025545172684757516,-0.2100416666666666,-1.6980905020811825,-0.5763269847142045,0.30535873983739553,-0.03717698929741472
BLZ,8.547416666666667,1.5368401104154923,2.6756018860448396,71.87925,1.8998334824984127,8.559583333333334,1.3045247755425973,2.6230852973242267,71.66333333333334,1.9098956958848916,8.537083333333333,0.8579484575703852,1.9703267720762823,71.55375,1.956601068294475,-0.012166666666666584,0.23231533487289505,0.05251658872061308,0.21591666666666728,-0.010062213386479139,0.005166666666666708,0.3394458264225535,0.3526375569842786,0.1627500000000002,-0.028383792898031255
BOL,3.62975,3.053094517719023,3.2202782962344663,66.52775,1.4013830904574034,3.5656666666666665,3.6620592004979318,3.4442555080292157,66.33616666666667,1.4221685874453807,3.487083333333333,3.725138144579825,3.4758642395827137,66.21691666666666,1.462180899485565,0.06408333333333334,-0.6089646827789091,-0.22397721179475016,0.19158333333333388,-0.020785496987977475,0.07133333333333336,-0.3360218134304012,-0.12779297167412382,0.1554166666666668,-0.0303989045140808
BRA,10.190416666666666,5.994765921828481,0.8899819166378675,74.92025,0.6505517111354436,10.159666666666666,6.16500648843672,0.9510458959138001,74.77016666666667,0.6853754768573223,10.092083333333333,5.811558222729389,1.327006851250499,74.67908333333334,0.7254340047134523,0.030749999999999906,-0.1702405666082392,-0.061063979275932545,0.15008333333333349,-0.034823765721878626,0.04916666666666666,0.0916038495495462,-0.21851246730631577,0.12058333333333354,-0.03744114678900434
BRB,9.509416666666667,2.350984846524304,0.10274693024613168,76.15775000000001,0.1849457409144455,9.896916666666668,2.871402625444795,-0.16597619870806568,76.10950000000001,0.211497927738955,10.182666666666668,3.12262517201825,-1.7863239933430963,76.09383333333334,0.24042750788838765,-0.3874999999999999,-0.5204177789204908,0.2687231289541973,0.04824999999999945,-0.026552186824509435,-0.33662499999999995,-0.38582016274697284,0.9445354617946141,0.031958333333333123,-0.02774088348697104
BRN,6.983250000000001,0.5511578701592752,-0.19148092345966253,74.79625,1.1583601123804965,7.084083333333333,0.5328951411286627,0.026582582675464112,74.75525,1.2416821265931135,7.192083333333334,0.25578004329328013,0.39072391098485665,74.91383333333333,1.3328840118605116,-0.10083333333333333,0.018262729030612473,-0.2180635061351267,0.041000000000000314,-0.08332201421261713,-0.10441666666666667,0.1476889134329975,-0.29110241722225955,-0.058791666666666166,-0.08726194974000752
BTN,3.3925,5.748775052677577,3.609320929857352,71.49158333333334,0.8588281194960475,3.4011666666666667,6.133745177692202,3.930746049777479,71.18366666666667,0.8921331540633934,3.18225,6.250179881589408,4.490579883090867,70.85125000000001,0.9248210005904044,-0.008666666666666675,-0.38497012501462424,-0.3214251199201276,0.30791666666666606,-0.0333050345673459,0.10512500000000004,-0.2507024144559154,-0.440629476616758,0.32016666666666654,-0.03299644054717849
BWA,20.27991666666667,4.907036080458829,3.5165510995965765,64.92658333333334,1.492517185000679,19.835583333333332,5.189724150512791,3.8190796331541903,64.13925,1.5198886980006951,19.355999999999998,4.796666576231876,4.2052218213397135,63.338249999999995,1.5633016777091135,0.4443333333333334,-0.28268807005396157,-0.3025285335576131,0.7873333333333328,-0.02737151300001583,0.4619583333333333,0.05518475211347625,-0.3443353608715683,0.7941666666666661,-0.03539224635421707
CAF,5.967666666666666,4.727021405444123,-0.6430162817933973,45.01500000000001,1.0086965587216314,5.922416666666667,4.578299505303218,-0.35179570373845154,44.40658333333334,1.052803656152534,5.87,4.237287534357015,-0.0037193240896778814,46.74433333333334,1.0091561384351524,0.045250000000000005,0.1487219001409051,-0.29122057805494583,0.6084166666666674,-0.044107097430902464,0.048833333333333305,0.244866935543554,-0.31964847885185993,-0.8646666666666666,-0.0002297898567604345
CAN,6.781,2.2935817781835737,1.913230852811873,81.70262195121954,1.2889684070831908,6.966166666666666,2.213009569086845,2.0472682622552116,81.69065040650409,1.1281956637798165,7.20775,1.7941821013793577,1.9557491008956147,81.70959349593498,1.0704829516827414,-0.1851666666666666,0.08057220909672831,-0.13403740944333842,0.011971544715442192,0.16077274330337415,-0.213375,0.24969983840210788,-0.021259124041870876,-0.0034857723577245542,0.10924272770022457
CHE,4.6401666666666666,0.34648104476041014,1.7954247002118988,83.40955284552848,0.9696969659783758,4.6706666666666665,0.18781007205099678,1.8895730443968917,83.2878048780488,0.9569381899912375,4.727833333333334,0.008910965448952141,1.906184388302669,83.17459349593499,0.9745740961377732,-0.030499999999999975,0.15867097270941335,-0.09414834418499292,0.1217479674796742,0.012758775987138316,-0.043833333333333314,0.16878503965572902,-0.05537984404538521,0.11747967479674591,-0.0024385650796987144
